,Unnamed: 0,Channel_id,ChannelTitle,Channel_desc,Clicknums,fav_nums,image_url,video_numb
21,0,UCfyehHM_eo4g5JUyWmms2LA,SORTEDfood,"Welcome to Sorted. A global movement of friends with an appetite for exploring the most incredible food experiences on the planet & cooking up utterly delectable dishes. Whether you’re a total beginner cook or a well seasoned foodie, there’s a place in this never ending conversation for you.

 Join us for a laugh every Sunday & Wednesday, 4pm over on YouTube. We’ll be letting ridiculous ideas loose in our London studio or travelling near, far and wide to uncover hidden delights. Explore our website, sortedfood.com the home of our wonderful club. Unlock recipes, podcasts, cookbooks and supper clubs all created by thousands of people with a similar passion. How could you not get involved?!",503510136,2290000,https://yt3.ggpht.com/a/AGF-l7_6OeKfGBLkCuFecR41fR6qDNlL5c-PZruF3g=s240-c-k-c0xffffffff-no-rj-mo,1416
22,0,UCiP6wD_tYlYLYh3agzbByWQ,FitnessBlender,"Over 550 free full length workout videos + new workouts every Monday - Subscribe to never miss a new workout! Track your workouts and progress with our free customizable online workout calendar @ www.FitnessBlender.com 

Need help putting together a smart workout plan? We also offer incredibly effective home workout programs @ https://www.fitnessblender.com/plans

Everything you see on this YouTube Channel is created by two people, a husband and wife team; Daniel & Kelli. We believe that smart workouts and healthy whole foods can improve your health, quality of life, and body. Our priority is in sharing unbiased workout, nutrition, and health information. Thank you for working out with us!

Have a workout request? Questions? Talk to us. We want to hear from you & we listen.

We also have a brand new clothing line - Workout Complete! www.workoutcomplete.com We spent four years searching for the perfect fabric, fit, functionality, and feel.",985440860,5830000,https://yt3.ggpht.com/a/AGF-l78yY5mGkdXJsgeJt-awKVcTTUbhn8uVX0Kh-g=s240-c-k-c0xffffffff-no-rj-mo,873
23,0,UCIJwWYOfsCfz6PjxbONYXSg,blogilates,"Full length POP Pilates, PIIT28 and fun Bootcamp Sculpting workouts to Top 40 Hits with certified fitness instructor Cassey Ho.

Make sure you download the Official Blogilates App for FREE!

Send me letters and other goodies to: 

Cassey Ho
5482 Wilshire Blvd #299
Los Angeles, CA 90036

Fan mail: blogilates@blogilates.com",700619483,4730000,https://yt3.ggpht.com/a/AGF-l7_FNrxc55AgtdpnzsETO7Hh-nsUQu68msRErg=s240-c-k-c0xffffffff-no-rj-mo,682
24,0,UCM1Nde-9eorUhq-teaWlgUA,XHIT Daily,"Daily workouts with a healthy dose of energy! Come join us for a training session, a workout challenge, or tips on how to get the body you desire.",473972005,3240000,https://yt3.ggpht.com/a/AGF-l7_zlX2sRhPNBo_iDQddJB9tq9Ky7iKeS_1TUg=s240-c-k-c0xffffffff-no-rj-mo,643
25,0,UCBINFWq52ShSgUFEoynfSwg,POPSUGAR Fitness,"POPSUGAR Fitness offers fresh fitness tutorials, workouts, and exercises that will help you on your road to healthy living, weight loss, and stress relief.  Check out Class FitSugar, our do-it-along-with-us real-time workout show hosted by Anna Renderer who will inspire you to sweat alongside fitness experts and Hollywood’s hottest celebrity trainers. Class FitSugar regularly covers the most buzzed-about workout classes and trends, including the Victoria's Secret workout, Tabata, P90X, Bar Method, and more.",452734513,3320000,https://yt3.ggpht.com/a/AGF-l79yIGbH9hP_QsURNPs_stOYZCXAQYPrCWOnFQ=s240-c-k-c0xffffffff-no-rj-mo,1165
26,0,UCEtMRF1ywKMc4sf3EXYyDzw,ScottHermanFitness,"NEW VIDEOS EVERY TUESDAY & THURSDAY!

NO BRO-SCIENCE, NO DRAMA, NO CLICK BAIT, just kick-ass videos geared toward helping you learn how to maximize your workouts and GAINS!

Need a CUSTOM MEAL PLAN or program geared toward FAT LOSS, STRENGTH, or MUSCLE GAIN?  Then get the guidance you deserve by joining our online community at MuscularStrength.com and be sure to DOWNLOAD THE APP (MuscularStrength - Android & iPhone).",427346091,2290000,https://yt3.ggpht.com/a/AGF-l79T7hlOrnRqhi_W6cjNf5a9MlfvcUbJuBzfPQ=s240-c-k-c0xffffffff-no-rj-mo,1640
27,0,UCyqR7WkL8i1b6xtSssDmW9w,The Fitness Marshall,"Get early access to dances by clicking here: https://thefitnessmarshall.vhx.tv/

BOOTIES AT ATTENTION!
Get ready to sweat yourself sexy with The Fitness Marshall!! 

Original Dance Workouts created by Caleb Marshall.

Choose your songs, make a playlist and dance along with Caleb to your own customized workout!
TWO Warm-Up Videos
EIGHT Main Workout Videos
ONE Cool Down video!

Each video is labeled in the description with the section it belongs in

Official ""Sweat Set"" playlist updated regularly to give you a fresh order/song selection so your booty never gets bored!

PO Box 36708
Los Angeles, CA 90036",203836175,2120000,https://yt3.ggpht.com/a/AGF-l7_RkBdTBUFl4aKI_vpzGFX5qBAMzoFwTwbz=s240-c-k-c0xffffffff-no-rj-mo,140
28,0,UClzDIMsdz5O5hHNz4iRgGTw,Health And Fitness,"T-series presents Guru Mann's Health and Fitness Channel.

One stop place for all your health queries and fitness programs. Guru Mann a Certified fitness & Health Nutritionist from California gives you all of it here. Already live with 12 Major Programs namely:
1. 6 Week Shredded - Fat Loss Program
2. Muscle Size 5x5 - SIZE GAIN PROGRAM 
3. Ultimate Arms - Biceps & Triceps Work Out
4. Muscular 8 - Fat Loss Program
5. Pure Mass - Muscle Building program
6. GET RIPPED - Fitness Model Program
7. CONTROL DIABETES - (Medical Condition Program)
8. FIT-ZONE  - BODY WEIGHT WORKOUT"" 
9. SHREDDED NEXT LEVEL - Advance Fat Loss Program
10. LEAN MODE - Clean Gain
11. CHOLESTEROL DIET(Medical Condition Program)
12. MASS UP - Mass building 
13. Transformation 30 Body weight workout Program 
Other than this the channel has several fitness tips that help you achieve your fitness goals with minutest details.

So what are you waiting for??
Your dream body is just a click away!!",182252321,1710000,https://yt3.ggpht.com/a/AGF-l7_q6xBLOWhgMK8UUtUrP4ma3POhOWjl3d67Yg=s240-c-k-c0xffffffff-no-rj-mo,571
29,0,UCEQi1ZNJiw3YMRwni0OLsTQ,Whitney Simmons,"Hi, babes! I have a huge passion for fitness and living a healthy lifestyle.
I believe life should be about balance, so don't be fooled... I still enjoy the good stuff! 😋
Make sure to subscribe to my channel and follow me on social media to keep up to date on the goodness 24/7! 💜




Whitney Simmons is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to provide a means for sites to earn advertising fees by advertising and linking to amazon.com.

Whitney Simmons is a participant in the Reward Style influencer program, an affiliate advertising program designed to provide a means for sites to earn advertising fees by advertising and linking to rewardstyle.com. Any links in my description box that start with http://rstyle is an affiliate link and I do make a small commission from. 

Thank you for supporting myself and my channel and allowing me to continue making content for you-",161246395,1770000,https://yt3.ggpht.com/a/AGF-l7_JXso5J3XlM9uprEsESEIP9DaGzdXJ4a_cqQ=s240-c-k-c0xffffffff-no-rj-mo,341
30,0,UC4GJndVHEhdmqLFBHOCi97A,Jordan Yeoh Fitness,,130286705,1850000,https://yt3.ggpht.com/a/AGF-l7-8tq2QC0L8OJxFU2sYcvxR8hychW2lL_p77g=s240-c-k-c0xffffffff-no-rj-mo,138
31,0,UCPv34FDFgXDLZm4VeXiapdw,Dany Di Giacomo,Actress+ Journalist + TV & Radio Host +  Model+ Personal Image Consultant,6293497,85700,https://yt3.ggpht.com/a/AGF-l79vqBfcvB0kqspa7b5oG_eMnVoWCi0LI93NPg=s240-c-k-c0xffffffff-no-rj-mo,212
32,0,UCiH4auDlkM0tgn9ewT3B1Vw,Sascha Fitness,"Hola Chicos! bienvenidos a mi canal, un espacio lleno de información y motivación! Mi objetivo es que aprendan muchísimo, tengan todas las herramientas para tomar mejores decisiones y alcancen sus metas. El fitness es un estilo de vida que puede adaptarse a ti. Es un tema que me apasiona y se que puede cambiar sus vidas, los ayudará a ser una mejor versión de ustedes mismos, por dentro y por fuera. Yo no sólo soy una Fitness Coach, también soy mamá, esposa, amiga, empresaria..vivo y promuevo el fitness de una forma equilibrada, divertida. Acá encontrarás respuestas a muchas de tus dudas! Suscríbete para que no te pierdas ni un capitulo, te prometo que todos están llenos de tips super útiles! :)",88974572,1480000,https://yt3.ggpht.com/a/AGF-l79cOYL1IjOPRa2GK1kCJxxCJXYOZszWmhL32Q=s240-c-k-c0xffffffff-no-rj-mo,206
33,0,UCFKE7WVJfvaHW5q283SxchA,Yoga With Adriene,"WELCOME to Yoga With Adriene! Our mission is to reach as many people as possible with high-quality free yoga videos. 

We welcome all levels, all bodies, all genders, all souls! Browse our library of free yoga videos to find a practice that suits your mood or start a journey toward healing. 

If you're brand-new to yoga, check out our Yoga For Beginners and Foundations of Yoga series. These are designed to give you the tools to build a happy, healthy at home yoga practice. If you're ready to work up a sweat,  try our Yoga for Weight Loss or Total Body Yoga playlists. 

Calm and relieve a tired mind and body. Create space. Tone and trim. Cultivate self-love. Make time for you. Go deeper, have fun. Connect. Fall off the horse and then get back on. Reconnect. Do your best, be authentic and FIND WHAT FEELS GOOD.

I got your back and this community rocks. Jump on in! You don't even have to leave your house. 



Love, 
Adriene",455696231,5510000,https://yt3.ggpht.com/a/AGF-l78f-KZSKoju7UMZlH7ohygbGgLaEycXY1UEQw=s240-c-k-c0xffffffff-no-rj-mo,506
34,0,UCGb34D3ThpmjLNn-FLv2_yQ,PsycheTruth,"We are Psychetruth.
We help people take control of their health and happiness by posting informational videos on everything from nutrition & massage to psychology & yoga.

We give doctors, yoga teachers, health coaches (and really anyone with a positive message) a forum to share information with the world.  By supporting us, you will help us reach more people with our positive message of health, fitness & motivation!

My Email Address is;
Psychetruth@gmail.com

Other Links:
Support Us On Patreon
www.patreon.com/psychetruth

Watch Us On Amazon Prime
https://www.amazon.com/s?k=psychetruth&ref=nb_sb_noss_2

Download Our App
Apple: https://apple.co/2MhqR8n
Android: https://bit.ly/2MidhBO

Watch Premium Content (Not On Youtube)
www.psychetruth.vhx.tv

Social Media:
www.facebook.com/psychetruthvideos/
www.instagram.com/psychetruth
www.instagram.com/yogaplusbypsychetruth/
www.twitter.com/psychetruth
www.twitch.tv/wellnessplus",795435637,3040000,https://yt3.ggpht.com/a/AGF-l7-yy7656-xkiyehgBJgCjHuh_A6mQPY6o2Rkg=s240-c-k-c0xffffffff-no-rj-mo,2629
35,0,UCWN2FPlvg9r-LnUyepH9IaQ,Boho Beautiful,"Boho Beautiful- Yoga, Travel, & Soul Optimization
Your decisions today will define your tomorrow. 

Our journeys have somehow intertwined right here...    
just for this fleeting moment.  
Through these pixels, through our finger tips.  
We are still fire. We are love. 
We are not only living, we are trying to explore what it means to be alive. 

We create content that we hope will inspire others. 
To change and motivate people’s perceptions of possibility.  
The possibility of themselves, their life, and the world around them. 


Love & Light...
           Juliana & Mark*

***

REACH OUT: 
All Business Inquiries:   Info@BohoBeautiful.life
The Two Of Us:               TeamBoho@BohoBeautiful.life
Want to join the team:   Hiring@BohoBeautiful.life

CHECK OUT OUR EXCLUSIVE FULL LENGTH VIDEO LIBRARY:   
www.patreon.com/bohobeautiful

YOU CAN SEND THINGS HERE:
Juliana & Mark
PO Box 2314
Sidney BC
V8L 3W6
Canada",142144204,1160000,https://yt3.ggpht.com/a/AGF-l7_13BbJiztlkNjmH7rwaT53Q6r7Vx2eab3igA=s240-c-k-c0xffffffff-no-rj-mo,234
